From,To,Count
5973,4261,2
5973,4338,2
5973,4595,4
5973,4792,2
5973,4892,2
5973,5016,2
5973,5045,2
5973,5342,1
5973,5346,2
5973,5465,2
5973,5508,30
5973,5686,2
5973,5688,2
5973,5781,1
5973,5939,2
5973,5967,8
5973,6055,28
5973,6293,2
5973,6521,2
5974,3646,2
5974,4093,2
5975,2808,3
5975,4770,2
5976,1374,12
5976,2137,3
5977,730,3
5977,5275,6
5977,5461,18
5978,1138,4
5978,5508,24
5978,5838,6
5979,171,2
5979,478,2
5979,1357,5
5979,2350,23
5979,2572,29
5979,2601,14
5979,2626,3
5979,2719,58
5979,3045,6
5979,3257,8
5979,3602,8
5979,3714,2
5979,3759,7
5979,3806,2
5979,3952,2
5979,3972,4
5979,4060,7
5979,4136,2
5979,4509,2
5979,4807,3
5979,4840,14
5979,5214,49
5979,5370,2
5979,5910,5
5979,5947,10
5979,5982,6
5979,6244,3
5980,536,1
5980,1017,3
5980,1309,10
5980,1347,2
5980,1424,1
5980,1558,9
5980,1648,6
5980,2626,10
5980,3306,3
5980,3373,2
5980,3434,10
5980,4011,42
5980,4346,10
5980,4411,2
5980,4764,5
5980,5214,2
5980,5355,11
5980,5410,2
5980,5418,4
5980,5513,2
5980,5908,1
5980,6210,1
5980,6251,2
5981,563,3
5981,1319,3
5981,4061,3
5982,10,2
5982,171,561
5982,253,3
5982,313,11
5982,472,5
5982,583,7
5982,782,2
5982,839,5
5982,858,2
5982,864,2
5982,1023,18
5982,1049,4
5982,1069,2
5982,1072,43
5982,1404,53
5982,1419,6
5982,1455,19
5982,1558,30
5982,1601,10
5982,1649,2
5982,1704,2
5982,1705,2
5982,1799,6
5982,1843,2
5982,1863,4
5982,1920,2
5982,2084,6
5982,2196,2
5982,2218,14
5982,2219,3
5982,2221,4
5982,2231,2
5982,2291,1
5982,2350,49
5982,2397,7
5982,2572,189
5982,2601,13
5982,2607,1
5982,2692,2
5982,2719,527
5982,2746,2
5982,2800,1
5982,2817,12
5982,2968,27
5982,3020,2
5982,3045,4
5982,3118,35
5982,3176,7
5982,3247,6
5982,3257,122
5982,3362,1
5982,3714,4
5982,3759,13
5982,3797,17
5982,3862,1
5982,3957,2
5982,4060,70
5982,4067,2
5982,4136,50
5982,4234,4
5982,4331,7
5982,4362,36
5982,4441,8
5982,4442,5
5982,4509,63
5982,4592,2
5982,4621,23
5982,4840,47
5982,5095,26
5982,5109,41
5982,5213,62
5982,5214,241
5982,5268,3
5982,5284,18
5982,5293,5
5982,5318,28
5982,5354,27
5982,5485,57
5982,5513,16
5982,5583,2
5982,5587,4
5982,5635,16
5982,5870,3
5982,5895,4
5982,5910,51
5982,5982,2
5982,6045,2
5982,6068,2
5982,6092,2
5982,6116,2
5982,6179,61
5982,6255,3
5982,6293,3
5982,6397,17
5982,6457,11
5983,4390,7
5984,846,2
5984,1052,1
5984,1426,2
5984,1449,6
5984,2200,1
5984,2292,1
5984,2597,2
5984,3038,2
5984,3075,4
5984,4006,5
5984,4250,4
5984,4381,1
5984,5508,19
5984,5939,3
5985,1026,6
5985,1328,4
5985,1426,4
5985,1857,3
5985,1959,3
5985,2132,4
5985,3241,3
5985,3483,6
5985,3718,36
5985,4533,6
5985,4628,4
5985,4755,3
5985,4780,3
5985,4842,6
5985,5120,3
5985,5809,9
5985,6404,6
5985,6529,3
5986,1280,2
5986,1342,6
5986,4305,2
5986,5340,5
5986,5817,6
5986,5867,2
5986,6452,4
5987,689,2
5987,1341,18
5987,1386,1
5987,1800,1
5987,1847,2
5987,3049,1
5987,3786,2
5987,3793,1
5987,4172,1
5987,4670,2
5987,4765,2
5987,5284,1
5987,5371,3
5987,5412,1
5987,5921,1
5987,5967,3
5987,5987,1
5987,6050,6
5987,6293,1
5987,6422,3
5987,6500,2
5988,730,6
5988,3717,6
5988,5688,6
5989,153,14
5989,154,20
5989,213,4
5989,435,18
5989,446,4
5989,460,3
5989,473,4
5989,489,1
5989,505,49
5989,511,8
5989,532,12
5989,542,88
5989,674,3
5989,735,4
5989,776,4
5989,831,64
5989,851,10
5989,886,3
5989,915,10
5989,951,4
5989,977,4
5989,980,14
5989,1014,8
5989,1066,3
5989,1069,14
5989,1084,59
5989,1234,23
5989,1252,61
5989,1261,4
5989,1325,3
5989,1335,1
5989,1347,3
5989,1351,8
5989,1357,4
5989,1367,21
5989,1384,4
5989,1390,68
5989,1406,4
5989,1413,11
5989,1428,19
5989,1452,8
5989,1554,27
5989,1560,3
5989,1571,8
5989,1642,6
5989,1648,1
5989,1670,18
5989,1684,4
5989,1710,76
5989,1721,11
5989,1742,42
5989,1744,3
5989,1756,8
5989,1807,130
5989,1816,8
5989,1834,16
5989,1850,4
5989,1938,4
5989,1955,8
5989,1961,26
5989,2089,25
5989,2150,110
5989,2191,2
5989,2208,13
5989,2230,4
5989,2236,1
5989,2241,117
5989,2265,4
5989,2301,19
5989,2319,31
5989,2330,4
5989,2335,8
5989,2372,3
5989,2415,3
5989,2550,11
5989,2604,4
5989,2605,40
5989,2623,3
5989,2719,46
5989,2761,4
5989,2762,279
5989,2782,2
5989,2785,3
5989,2819,8
5989,2830,7
5989,2907,89
5989,2916,8
5989,2964,4
5989,3009,4
5989,3194,8
5989,3196,3
5989,3216,102
5989,3287,4
5989,3341,24
5989,3344,2
5989,3352,1
5989,3373,1
5989,3379,18
5989,3444,106
5989,3527,11
5989,3561,19
5989,3577,4
5989,3582,24
5989,3613,8
5989,3618,24
5989,3686,4
5989,3711,28
5989,3726,11
5989,3745,14
5989,3757,6
5989,3764,4
5989,3774,106
5989,3787,47
5989,3822,6
5989,3830,2
5989,3851,122
5989,3860,15
5989,3896,8
5989,3950,10
5989,3982,30
5989,4011,5
5989,4100,10
5989,4128,40
5989,4143,196
5989,4179,4
5989,4189,7
5989,4208,34
5989,4234,12
5989,4338,10
5989,4341,8
5989,4346,2
5989,4377,3
5989,4390,37
5989,4411,13
5989,4420,4
5989,4460,4
5989,4517,166
5989,4587,8
5989,4600,4
5989,4657,3
5989,4665,2
5989,4780,4
5989,4823,3
5989,4844,2
5989,4852,3
5989,4941,2
5989,5010,4
5989,5024,16
5989,5068,8
5989,5131,3
5989,5186,12
5989,5200,4
5989,5214,3
5989,5303,4
5989,5361,8
5989,5408,11
5989,5410,13
5989,5418,3
5989,5419,3
5989,5420,3
5989,5520,4
5989,5521,6
5989,5560,11
5989,5649,2
5989,5686,16
5989,5696,66
5989,5699,3
5989,5713,4
5989,5734,11
5989,5795,6
5989,5802,12
5989,5808,2
5989,5836,1
5989,5855,4
5989,5908,193
5989,5989,29
5989,6089,18
5989,6093,206
5989,6147,2
5989,6196,8
5989,6210,4
5989,6221,75
5989,6222,9
5989,6251,1
5989,6252,2
5989,6260,4
5989,6273,4
5989,6275,39
5989,6277,2
5989,6377,11
5989,6531,4
5989,6540,124
5990,2749,6
5990,3416,6
5990,5461,9
5990,6179,6
5991,849,3
5991,1374,35
5991,4364,3
5991,6239,6
5992,556,1
5992,590,2
5992,626,1
5992,849,3
5992,892,2
5992,993,1
5992,1014,12
5992,1374,45
5992,1521,9
5992,1961,2
5992,2067,4
5992,2188,3
5992,2335,2
5992,2365,1
5992,2423,2
5992,2974,1
5992,2995,2
5992,3000,4
5992,3054,2
5992,3245,9
5992,3546,3
5992,3652,39
5992,4359,3
5992,5329,5
5992,5360,6
5992,5708,3
5992,5731,3
5992,5803,3
5992,6055,10
5992,6239,30
5992,6244,3
5993,446,3
5993,529,1
5993,789,1
5993,1367,3
5993,1557,1
5993,1690,5
5993,1925,14
5993,2550,1
5993,3044,1
5993,3197,4
5993,3444,26
5993,3496,4
5993,3608,1
5993,3776,1
5993,4390,1
5993,4525,1
5993,4862,2
5993,5358,1
5993,5511,1
5993,5852,2
5993,6030,1
5994,2372,2
5994,4067,4
5995,5910,25
5996,1640,3
5996,1719,1
5997,5795,4
5998,1807,3
5998,3341,1
5998,3787,3
5999,2208,4
6000,917,3
6000,3343,3
6001,835,2
6001,4033,2
6001,6241,2
6003,1648,6
6004,168,1
6004,210,2
6004,396,2
6004,519,3
6004,536,15
6004,858,25
6004,1086,2
6004,1330,6
6004,1847,1
6004,2343,1
6004,3306,3
6004,3343,259
6004,3348,2
6004,3416,1
6004,3479,2
6004,3576,3
6004,3778,15
6004,3797,1
6004,3862,1
6004,4043,2
6004,4072,17
6004,4138,3
6004,4382,1
6004,5350,2
6004,5375,3
6004,5508,14
6004,5558,6
6004,5692,27
6004,5967,1
6004,6004,1
6004,6055,12
6004,6179,1
6005,307,3
6005,1032,2
6005,1106,36
6005,1711,6
6005,2812,2
6005,2974,3
6005,3376,3
6005,3442,12
6005,3456,3
6005,4431,2
6005,5187,10
6005,5193,6
6005,5837,4
6005,5846,10
6005,5910,66
6005,5981,3
6006,696,2
6006,709,2
6006,1026,8
6006,1328,8
6006,2084,3
6006,2224,2
6006,3031,3
6006,3186,17
6006,3635,2
6006,3794,1
6006,3903,1
6006,4013,4
6006,4815,1
6006,5120,3
6006,5283,5
6006,5315,20
6006,5428,5
6006,5576,2
6006,5602,3
6006,6006,5
6006,6051,5
6006,6404,18
6007,1354,11
6007,2076,3
6007,2400,7
6007,4189,1
6007,4420,3
6007,4517,6
6007,4815,2
6007,4934,2
6007,4937,9
6007,5836,4
6008,2817,4
6008,4938,4
6008,5098,4
6009,2208,4
6010,3254,2
6011,1374,6
6011,3613,2
6011,3751,2
6011,4074,2
6012,2709,1
6012,3107,1
6012,3113,1
6012,4811,1
6013,2291,1
6013,4036,1
6013,4431,3
6013,5222,1
6014,917,6
6014,3343,6
6015,6356,4
6016,2749,2
6016,3416,20
6016,3658,17
6016,6016,48
6017,1049,4
6018,505,3
6018,2762,3
6018,2916,3
6019,1648,20
6020,1742,5
6021,103,6
6021,6021,3
6025,4041,33
6026,2719,3
6027,4360,5
6027,5910,5
6028,904,3
6028,1026,9
6028,1796,2
6028,3646,2
6028,3652,2
6028,4503,2
6028,5209,2
6029,313,3
6029,331,4
6029,358,11
6029,523,2
6029,768,2
6029,775,1
6029,964,2
6029,1138,46
6029,1165,17
6029,1358,1
6029,1710,6
6029,1779,4
6029,1821,30
6029,1843,8
6029,1874,1
6029,1920,2
6029,2029,49
6029,2202,4
6029,2208,2
6029,2342,12
6029,2553,3
6029,2870,46
6029,3291,2
6029,3538,10
6029,3619,4
6029,3843,4
6029,3928,7
6029,4043,6
6029,4072,4
6029,4336,6
6029,4382,64
6029,4696,1
6029,5121,12
6029,5164,6
6029,5276,1
6029,5660,30
6029,6029,1
6029,6055,6
6029,6101,4
6030,3551,2
6030,4627,2
6030,4912,2
6031,1341,2
6031,3022,2
6031,6031,6
6033,1330,2
6033,2368,2
6033,3343,2
6034,1648,10
6034,1847,4
6034,3343,2
6034,4442,5
6035,103,5
6036,6509,4
6037,2734,4
6038,168,83
6038,301,34
6038,331,34
6038,373,40
6038,521,4
6038,592,2
6038,702,3
6038,724,6
6038,729,6
6038,858,3
6038,872,2
6038,987,4
6038,1449,2
6038,1545,2
6038,1597,2
6038,1863,2
6038,1893,2
6038,1942,2
6038,2190,2
6038,2208,2
6038,2281,2
6038,2597,2
6038,2618,4
6038,2766,4
6038,3343,6
6038,3347,2
6038,3348,2
6038,3697,2
6038,3752,2
6038,3761,2
6038,3846,2
6038,3994,45
6038,4072,63
6038,4126,14
6038,4153,3
6038,4278,2
6038,4852,3
6038,4884,49
6038,5287,47
6038,5311,2
6038,5350,53
6038,5465,59
6038,5508,14
6038,5656,2
6038,5681,8
6038,5705,2
6038,5732,2
6038,5967,242
6038,5973,145
6038,6004,12
6038,6038,7
6038,6055,141
6038,6521,6
6039,5222,8
6040,2428,2
6040,3759,1
6040,5677,1
6040,6243,1
6041,1128,4
6041,1150,3
6041,1648,6
6041,2049,1
6041,2734,2
6041,2771,3
6041,3352,6
6041,3454,5
6041,3803,4
6041,3830,6
6041,4020,1
6041,4411,3
6041,4780,4
6041,5201,3
6041,5410,134
6041,5418,134
6042,1026,3
6043,4002,3
6043,4515,1
6044,5085,4
6045,171,6
6045,1601,1
6045,1705,2
6045,2350,25
6045,2572,2
6045,2671,21
6045,2719,17
6045,5307,2
6045,5354,2
6045,5583,7
6045,5982,6
6045,6457,1
6046,2084,3
6046,2438,4
6046,3635,1
6046,5576,3
6047,3485,3
6047,4932,4
6047,5481,1
6047,5985,3
6047,6406,3
6048,594,7
6048,645,1
6048,867,3
6048,1171,3
6048,1341,2
6048,1385,2
6048,1423,3
6048,1454,1
6048,1609,11
6048,1847,2
6048,2084,1
6048,2186,3
6048,2289,13
6048,2291,10
6048,2665,1
6048,2706,1
6048,2746,1
6048,2812,1
6048,3039,8
6048,3107,1
6048,3223,2
6048,3712,1
6048,3862,100
6048,4029,2
6048,4072,6
6048,4415,2
6048,5275,6
6048,5283,2
6048,5461,4
6048,6179,7
6048,6241,7
6048,6504,3
6050,340,2
6050,1341,5
6050,5371,1
6051,1384,1
6051,1666,2
6051,2186,1
6051,2667,1
6051,3009,1
6051,3443,1
6051,3444,12
6051,3496,1
6051,3774,6
6051,3896,3
6051,3903,1
6051,4174,2
6051,4521,1
6051,5226,1
6051,5315,8
6051,5691,1
6051,5946,1
6051,6006,8
6051,6051,1
6051,6123,1
6051,6210,1
6052,6085,2
6052,6222,2
6053,536,3
6053,544,6
6053,2364,3
6053,3862,2
6054,296,2
6054,1454,2
6054,2138,1
6054,2192,1
6054,4382,4
6054,4431,1
6054,5461,3
6055,85,10
6055,134,12
6055,140,8
6055,153,2
6055,156,10
6055,168,799
6055,206,4
6055,211,33
6055,218,8
6055,222,2
6055,243,2
6055,249,6
6055,263,2
6055,268,2
6055,284,2
6055,286,63
6055,289,36
6055,330,4
6055,331,13
6055,332,2
6055,342,14
6055,353,12
6055,375,4
6055,380,2
6055,381,2
6055,382,14
6055,396,50
6055,409,6
6055,453,36
6055,476,2
6055,493,14
6055,519,11
6055,550,12
6055,588,2
6055,600,6
6055,645,209
6055,650,2
6055,654,2
6055,661,86
6055,663,6
6055,695,2
6055,703,2
6055,705,22
6055,714,2
6055,716,14
6055,724,4
6055,729,264
6055,750,22
6055,765,10
6055,774,8
6055,794,4
6055,829,49
6055,840,1
6055,846,6
6055,858,161
6055,872,2
6055,879,2
6055,883,4
6055,886,2
6055,993,31
6055,998,21
6055,1022,4
6055,1024,16
6055,1052,1
6055,1072,6
6055,1074,7
6055,1100,4
6055,1107,29
6055,1121,18
6055,1127,3
6055,1138,37
6055,1151,4
6055,1152,2
6055,1187,14
6055,1200,8
6055,1203,2
6055,1221,2
6055,1224,5
6055,1229,6
6055,1241,4
6055,1293,2
6055,1311,8
6055,1327,8
6055,1330,8
6055,1331,2
6055,1341,8
6055,1350,34
6055,1360,1
6055,1391,3
6055,1398,9
6055,1405,132
6055,1422,16
6055,1426,84
6055,1449,85
6055,1460,2
6055,1490,4
6055,1519,8
6055,1521,41
6055,1540,5
6055,1545,2
6055,1566,2
6055,1567,4
6055,1591,18
6055,1602,9
6055,1637,10
6055,1649,4
6055,1669,2
6055,1692,2
6055,1694,2
6055,1695,2
6055,1698,4
6055,1706,4
6055,1739,4
6055,1742,46
6055,1783,2
6055,1789,143
6055,1800,22
6055,1828,8
6055,1847,19
6055,1893,2
6055,1895,2
6055,1902,10
6055,1941,1
6055,1942,4
6055,1945,2
6055,1959,8
6055,1971,6
6055,2027,4
6055,2039,2
6055,2046,18
6055,2049,2
6055,2069,6
6055,2073,418
6055,2077,2
6055,2082,6
6055,2092,2
6055,2094,16
6055,2140,2
6055,2181,32
6055,2204,4
6055,2227,6
6055,2281,74
6055,2283,6
6055,2289,2
6055,2292,54
6055,2293,2
6055,2294,2
6055,2309,6
6055,2346,4
6055,2347,164
6055,2363,1
6055,2402,5
6055,2413,16
6055,2414,8
6055,2444,6
6055,2455,2
6055,2542,18
6055,2564,5
6055,2584,2
6055,2592,2
6055,2597,30
6055,2603,4
6055,2610,4
6055,2617,10
6055,2618,4
6055,2623,14
6055,2625,2
6055,2632,19
6055,2644,4
6055,2647,2
6055,2650,11
6055,2665,4
6055,2717,6
6055,2744,4
6055,2761,101
6055,2766,725
6055,2774,2
6055,2785,2
6055,2790,2
6055,2793,4
6055,2868,2
6055,2912,2
6055,2938,6
6055,2961,4
6055,2982,1
6055,2999,6
6055,3003,55
6055,3021,2
6055,3042,14
6055,3048,15
6055,3052,14
6055,3068,32
6055,3075,10
6055,3078,10
6055,3085,4
6055,3101,36
6055,3114,2
6055,3120,2
6055,3133,2
6055,3135,4
6055,3172,2
6055,3184,4
6055,3192,18
6055,3199,4
6055,3203,108
6055,3211,2
6055,3223,96
6055,3225,2
6055,3242,8
6055,3249,2
6055,3254,14
6055,3262,54
6055,3280,2
6055,3281,2
6055,3282,2
6055,3291,9
6055,3305,4
6055,3314,4
6055,3327,6
6055,3332,2
6055,3343,2
6055,3347,88
6055,3348,16
6055,3372,4
6055,3392,2
6055,3449,8
6055,3450,6
6055,3454,4
6055,3455,2
6055,3459,4
6055,3467,2
6055,3475,25
6055,3479,2
6055,3481,20
6055,3488,2
6055,3511,2
6055,3546,4
6055,3551,2
6055,3578,4
6055,3591,1
6055,3597,10
6055,3613,58
6055,3619,2
6055,3630,2
6055,3646,153
6055,3656,2
6055,3689,8
6055,3711,2
6055,3712,202
6055,3749,11
6055,3757,4
6055,3760,18
6055,3768,2
6055,3787,70
6055,3795,205
6055,3797,4
6055,3834,10
6055,3839,2
6055,3843,2
6055,3845,1
6055,3849,8
6055,3850,8
6055,3861,4
6055,3862,38
6055,3874,8
6055,3877,6
6055,3881,10
6055,3890,2
6055,3942,1
6055,3960,53
6055,3990,3
6055,3991,4
6055,3994,201
6055,4004,10
6055,4010,2
6055,4020,2
6055,4023,10
6055,4028,36
6055,4029,4
6055,4035,2
6055,4039,107
6055,4043,4
6055,4045,3
6055,4060,16
6055,4062,14
6055,4067,2
6055,4071,2
6055,4072,648
6055,4092,2
6055,4112,2
6055,4117,4
6055,4126,74
6055,4133,20
6055,4134,26
6055,4138,4
6055,4149,6
6055,4152,10
6055,4153,2
6055,4154,2
6055,4162,2
6055,4179,2
6055,4180,2
6055,4183,47
6055,4194,10
6055,4213,2
6055,4257,2
6055,4259,10
6055,4261,23
6055,4273,8
6055,4303,16
6055,4304,4
6055,4310,5
6055,4314,1
6055,4338,10
6055,4339,130
6055,4355,10
6055,4381,2
6055,4421,14
6055,4426,2
6055,4428,2
6055,4441,2
6055,4442,4
6055,4484,4
6055,4501,27
6055,4513,1
6055,4602,2
6055,4627,12
6055,4658,6
6055,4663,8
6055,4666,18
6055,4682,2
6055,4691,6
6055,4693,7
6055,4694,12
6055,4780,8
6055,4792,8
6055,4797,4
6055,4809,2
6055,4822,8
6055,4825,2
6055,4832,18
6055,4834,14
6055,4851,4
6055,4852,16
6055,4855,27
6055,4856,6
6055,4872,4
6055,4884,2
6055,4892,6
6055,4908,18
6055,4912,151
6055,4930,4
6055,4940,2
6055,4944,2
6055,5020,2
6055,5030,44
6055,5048,102
6055,5083,5
6055,5165,2
6055,5173,8
6055,5177,15
6055,5212,8
6055,5213,2
6055,5279,20
6055,5287,17
6055,5288,8
6055,5309,10
6055,5333,6
6055,5340,2
6055,5342,16
6055,5355,6
6055,5381,2
6055,5390,2
6055,5419,50
6055,5465,57
6055,5476,41
6055,5483,4
6055,5507,4
6055,5508,417
6055,5518,34
6055,5529,6
6055,5581,18
6055,5584,6
6055,5656,152
6055,5661,25
6055,5676,2
6055,5681,6
6055,5686,2
6055,5688,4
6055,5703,8
6055,5705,12
6055,5706,4
6055,5707,212
6055,5772,22
6055,5781,10
6055,5804,9
6055,5805,2
6055,5809,459
6055,5838,75
6055,5840,4
6055,5841,338
6055,5846,4
6055,5851,4
6055,5871,2
6055,5873,2
6055,5897,4
6055,5906,4
6055,5910,2
6055,5911,6
6055,5920,4
6055,5921,1
6055,5925,2
6055,5937,2
6055,5967,101
6055,5973,40
6055,5984,2
6055,5992,4
6055,6004,28
6055,6029,2
6055,6030,6
6055,6038,102
6055,6055,21
6055,6059,162
6055,6062,2
6055,6067,3
6055,6092,13
6055,6103,3
6055,6107,6
6055,6144,2
6055,6161,2
6055,6167,2
6055,6179,4
6055,6183,6
6055,6221,18
6055,6253,186
6055,6275,2
6055,6293,16
6055,6296,2
6055,6306,25
6055,6313,4
6055,6346,4
6055,6347,2
6055,6386,4
6055,6387,7
6055,6391,4
6055,6453,60
6055,6499,14
6055,6500,6
6055,6521,58
6055,6524,4
6055,6537,2
6055,6565,2
6055,6566,6
6055,6578,2
6056,1375,1
6056,4128,2
6056,6056,1
6057,1040,3
6057,5725,3
6057,6414,3
6058,892,1
6058,4698,1
6058,6274,2
6059,4,2
6059,650,1
6059,657,2
6059,716,4
6059,729,4
6059,858,8
6059,1023,2
6059,1327,2
6059,1521,2
6059,1591,2
6059,1800,2
6059,1847,5
6059,2077,5
6059,2082,1
6059,2761,2
6059,2766,8
6059,3003,1
6059,3028,2
6059,3613,2
6059,3862,9
6059,3994,17
6059,4072,27
6059,4126,9
6059,4852,5
6059,4906,1
6059,4954,1
6059,5056,1
6059,5222,1
6059,5344,1
6059,5419,5
6059,5465,21
6059,5508,121
6059,5688,2
6059,5809,2
6059,5838,10
6059,5967,39
6059,5973,15
6059,5984,2
6059,6055,69
6059,6178,2
6059,6188,4
6059,6253,4
6059,6283,3
6059,6293,2
6059,6307,1
6059,6310,2
6059,6386,1
6059,6521,2
6060,191,2
6060,298,3
6060,356,2
6060,1458,2
6060,1521,6
6060,2077,12
6060,2267,10
6060,2512,7
6060,2648,2
6060,3447,2
6060,3504,2
6060,4064,2
6060,4179,2
6060,4418,2
6060,4609,18
6060,5038,6
6060,5408,2
6060,5725,14
6060,5858,4
6060,6092,4
6060,6414,36
6060,6418,2
6060,6434,9
6060,6521,4
6061,492,1
6061,898,1
6061,1034,1
6061,1126,1
6061,1426,1
6061,2664,1
6061,3352,2
6061,3637,1
6061,3647,2
6061,4176,5
6061,4910,1
6061,6046,1
6061,6061,1
6061,6433,1
6062,1347,3
6062,2718,3
6062,3964,3
6062,5387,3
6062,5554,6
6062,5800,3
6063,730,3
6063,2594,6
6063,5910,5
6064,3830,3
6064,6442,3
6065,1026,3
6065,1197,1
6065,1336,2
6065,1374,9
6065,1490,6
6065,1961,14
6065,2787,6
6065,2790,6
6065,3618,2
6065,4072,4
6065,5607,1
6065,5713,6
6065,5807,3
6065,6055,3
6065,6279,10
6066,6536,1
6067,3416,1
6067,5340,1
6067,5696,1
6067,6055,4
6068,4942,3
6068,6414,2
6069,1108,1
6069,3061,1
6069,3837,1
6069,5125,1
6069,5817,1
6071,2719,2
6071,3118,2
6072,4072,6
6074,2208,4
6075,2801,3
6076,2948,10
6076,3031,54
6076,3393,1
6076,5283,1
6076,5565,1
6076,6404,10
6077,3343,2
6077,5019,4
6079,2208,2
6079,6055,2
6080,6147,2
6081,3444,1
6081,4390,16
6083,1384,3
6083,1463,1
6083,2823,2
6084,5795,4
6085,317,2
6085,367,1
6085,446,5
6085,606,9
6085,633,10
6085,826,1
6085,1068,3
6085,1175,1
6085,1206,2
6085,1223,3
6085,1325,4
6085,1375,1
6085,1470,2
6085,1541,6
6085,1554,1
6085,1557,1
6085,1684,2
6085,1690,2
6085,1710,1
6085,1834,1
6085,2089,8
6085,2122,4
6085,2134,1
6085,2214,2
6085,2241,4
6085,2517,3
6085,2550,1
6085,2574,2
6085,2588,4
6085,2604,3
6085,2708,12
6085,3011,4
6085,3033,1
6085,3041,1
6085,3344,2
6085,3387,1
6085,3496,9
6085,3626,3
6085,3774,1
6085,3804,1
6085,3815,2
6085,3851,1
6085,3914,2
6085,3938,2
6085,3982,2
6085,4168,1
6085,4377,1
6085,4390,2
6085,4410,1
6085,4588,2
6085,4590,2
6085,5041,4
6085,5226,2
6085,5297,5
6085,5303,13
6085,5496,2
6085,5663,2
6085,5691,2
6085,5696,12
6085,5880,2
6085,5908,10
6085,5993,2
6085,6146,1
6085,6166,1
6085,6210,1
6085,6222,2
6085,6289,2
6085,6590,6
6086,1609,59
6086,5410,59
6086,5639,2
6086,6068,2
6086,6404,2
6087,867,3
6087,1097,3
6087,1419,3
6087,1454,12
6087,2049,2
6087,2208,2
6087,2438,3
6087,2607,5
6087,3003,2
6087,3039,6
6087,3342,2
6087,3830,2
6087,3862,3
6087,5098,11
6087,5418,3
6087,5461,14
6087,5576,3
6087,5807,2
6087,6087,3
6087,6414,3
6087,6433,3
6087,6504,9
6088,4072,22
6088,6072,2
6089,2569,3
6089,3194,3
6089,3795,2
6089,4390,2
6089,5340,3
6089,5841,2
6089,5989,7
6090,1354,1
6090,2651,5
6090,6007,1
6091,2345,1
6092,300,3
6092,465,1
6092,488,2
6092,626,3
6092,790,2
6092,1298,3
6092,1521,4
6092,1925,2
6092,1937,1
6092,2037,11
6092,2138,2
6092,2267,9
6092,2291,3
6092,2774,6
6092,2877,2
6092,3039,15
6092,3061,10
6092,3837,1
6092,4036,4
6092,4338,7
6092,4425,8
6092,4431,3
6092,4626,1
6092,4855,1
6092,5193,3
6092,5222,32
6092,5461,51
6092,5508,6
6092,5903,3
6092,5925,3
6092,6197,1
6092,6414,26
6092,6434,6
6092,6504,3
6093,1863,2
6093,5508,4
6093,5989,121
6094,1061,4
6094,2719,6
6094,2909,6
6095,3532,4
6095,5508,12
6095,6293,2
6097,1773,8
6097,1934,8
6097,3028,3
6097,3035,8
6097,3856,3
6097,4013,3
6098,1698,3
6098,3048,3
6098,5220,3
6099,2267,3
6099,4953,3
6099,5471,3
6099,6414,3
6100,529,5
6100,544,3
6100,667,1
6100,1649,1
6100,1919,1
6100,2066,1
6100,2723,1
6100,3003,5
6100,3471,3
6100,3821,1
6100,4274,2
6100,4382,3
6100,5660,1
6100,5878,2
6101,168,2
6101,1138,34
6101,1241,34
6101,1327,22
6101,1430,2
6101,1669,34
6101,2208,4
6101,2347,4
6101,2721,2
6101,2766,10
6101,2842,2
6101,2943,9
6101,4043,4
6101,4072,6
6101,4126,5
6101,4382,2
6101,4694,2
6101,5052,2
6101,5508,20
6101,5705,2
6101,5732,2
6101,5772,4
6101,5809,2
6101,6190,2
6101,6306,2
6102,1289,3
6102,1367,2
6102,2272,3
6102,2291,3
6102,2292,3
6102,2547,3
6102,3306,1
6102,3343,1
6102,5421,3
6102,5508,6
6103,559,1
6103,661,1
6103,1350,1
6103,1800,4
6103,2208,3
6103,2976,3
6103,2979,25
6103,4858,1
6103,5314,4
6103,6055,9
6104,3194,3
6104,3896,3
6104,5238,3
6104,6246,2
6105,1649,2
6105,2350,4
6105,4501,1
6105,5122,1
6106,4034,2
6106,6106,3
6107,321,3
6107,2291,3
6107,3862,2
6107,6055,10
6108,1102,3
6108,2037,2
6108,5212,2
6108,5461,3
6108,5807,3
6109,3039,3
6109,4382,2
6109,5494,8
6109,5693,2
6110,2133,6
6110,3491,6
6110,5693,6
6112,1150,2
6112,5049,1
6113,3031,2
6113,4043,2
6114,1010,1
6114,1487,2
6114,1710,1
6114,2569,2
6114,4823,1
6114,5222,1
6114,5340,8
6114,5903,2
6114,6183,1
6115,1648,29
6115,1694,8
6115,2345,1
6115,3352,6
6115,3988,8
6115,4169,20
6115,4804,6
6116,1521,4
6116,2552,3
6116,2766,2
6116,3711,7
6116,5222,1
6116,5419,2
6116,6059,2
6116,6414,3
6116,6500,3
6118,168,8
6118,5508,10
6121,1106,1
6121,1289,1
6121,1454,2
6121,2291,14
6121,2749,13
6121,2770,1
6121,3061,4
6121,3127,3
6121,3257,4
6121,3416,34
6121,3862,11
6121,4036,11
6121,4124,2
6121,4382,4
6121,5227,2
6121,5817,5
6122,547,1
6122,1454,1
6122,2012,1
6122,2867,6
6122,3243,1
6122,4382,1
6122,5205,3
6122,5461,6
6122,5910,6
6122,6092,3
